"game_date","fielding_team","G","ingame_leadoff_walks","runs_scored_after_walk","tot_walks","run_scored_num","run_scored_tot","run_scored_pct"
"2025-04-09","Athletics",13,0,0,7,0,2,28.6
"2025-04-12","Athletics",14,0,0,7,0,2,28.6
"2025-04-12","Athletics",15,1,0,8,0,2,25
"2025-04-13","Athletics",16,0,0,8,0,2,25
"2025-04-15","Athletics",17,0,0,8,0,2,25
"2025-04-16","Athletics",18,0,0,8,0,2,25
"2025-04-17","Athletics",19,0,0,8,0,2,25
"2025-04-19","Athletics",20,0,0,8,0,2,25
"2025-04-19","Athletics",21,0,0,8,0,2,25
"2025-04-20","Athletics",22,0,0,8,0,2,25
"2025-04-23","Athletics",23,0,0,8,0,2,25
"2025-04-24","Athletics",24,0,0,8,0,2,25
"2025-04-25","Athletics",25,0,0,8,0,2,25
"2025-04-26","Athletics",26,1,3,9,1,3,33.3
"2025-04-26","Athletics",27,1,0,10,0,3,30
"2025-04-27","Athletics",28,1,0,11,0,3,27.3
"2025-04-29","Athletics",29,0,0,11,0,3,27.3
"2025-04-30","Athletics",30,2,1,13,1,4,30.8
"2025-05-01","Athletics",31,0,0,13,0,4,30.8
"2025-05-01","Athletics",32,1,0,14,0,4,28.6
"2025-05-02","Athletics",33,0,0,14,0,4,28.6
"2025-05-03","Athletics",34,2,2,16,1,5,31.2
"2025-05-04","Athletics",35,0,0,16,0,5,31.2
"2025-05-06","Athletics",36,0,0,16,0,5,31.2
"2025-05-07","Athletics",37,0,0,16,0,5,31.2
"2025-05-07","Athletics",38,0,0,16,0,5,31.2
"2025-05-10","Athletics",39,1,0,17,0,5,29.4
"2025-05-10","Athletics",40,0,0,17,0,5,29.4
"2025-05-11","Athletics",41,0,0,17,0,5,29.4
"2025-05-14","Athletics",42,0,0,17,0,5,29.4
"2025-05-15","Athletics",43,1,1,18,1,6,33.3
"2025-05-16","Athletics",44,0,0,18,0,6,33.3
"2025-05-17","Athletics",45,1,3,19,1,7,36.8
"2025-05-18","Athletics",46,1,1,20,1,8,40
"2025-03-27","Atlanta Braves",1,0,0,0,0,0,NA
"2025-03-29","Atlanta Braves",2,0,0,0,0,0,NA
"2025-03-29","Atlanta Braves",3,0,0,0,0,0,NA
"2025-03-30","Atlanta Braves",4,2,3,2,1,1,50
"2025-04-01","Atlanta Braves",5,1,2,3,1,2,66.7
"2025-04-02","Atlanta Braves",6,0,0,3,0,2,66.7
"2025-04-03","Atlanta Braves",7,2,2,5,1,3,60
"2025-04-04","Atlanta Braves",8,0,0,5,0,3,60
"2025-04-05","Atlanta Braves",9,0,0,5,0,3,60
"2025-04-08","Atlanta Braves",10,0,0,5,0,3,60
"2025-04-09","Atlanta Braves",11,1,0,6,0,3,50
"2025-04-10","Atlanta Braves",12,2,0,8,0,3,37.5
"2025-04-11","Atlanta Braves",13,1,0,9,0,3,33.3
"2025-04-12","Atlanta Braves",14,0,0,9,0,3,33.3
"2025-04-13","Atlanta Braves",15,3,2,12,1,4,33.3
"2025-04-14","Atlanta Braves",16,1,0,13,0,4,30.8
"2025-04-15","Atlanta Braves",17,0,0,13,0,4,30.8
"2025-04-16","Atlanta Braves",18,0,0,13,0,4,30.8
"2025-04-18","Atlanta Braves",19,1,1,14,1,5,35.7
"2025-04-19","Atlanta Braves",20,0,0,14,0,5,35.7
"2025-04-20","Atlanta Braves",21,1,0,15,0,5,33.3
"2025-04-21","Atlanta Braves",22,0,0,15,0,5,33.3
"2025-04-22","Atlanta Braves",23,1,0,16,0,5,31.2
"2025-04-23","Atlanta Braves",24,0,0,16,0,5,31.2
"2025-04-26","Atlanta Braves",25,0,0,16,0,5,31.2
"2025-04-27","Atlanta Braves",26,0,0,16,0,5,31.2
"2025-04-27","Atlanta Braves",27,2,4,18,1,6,33.3
"2025-04-29","Atlanta Braves",28,0,0,18,0,6,33.3
"2025-04-30","Atlanta Braves",29,0,0,18,0,6,33.3
"2025-04-30","Atlanta Braves",30,0,0,18,0,6,33.3
"2025-05-02","Atlanta Braves",31,1,0,19,0,6,31.6
"2025-05-03","Atlanta Braves",32,0,0,19,0,6,31.6
"2025-05-04","Atlanta Braves",33,1,1,20,1,7,35
"2025-05-05","Atlanta Braves",34,0,0,20,0,7,35
"2025-05-06","Atlanta Braves",35,0,0,20,0,7,35
"2025-05-07","Atlanta Braves",36,0,0,20,0,7,35
"2025-05-08","Atlanta Braves",37,0,0,20,0,7,35
"2025-05-09","Atlanta Braves",38,0,0,20,0,7,35
"2025-05-10","Atlanta Braves",39,2,1,22,1,8,36.4
"2025-05-11","Atlanta Braves",40,1,0,23,0,8,34.8
"2025-05-12","Atlanta Braves",41,1,0,24,0,8,33.3
"2025-05-13","Atlanta Braves",42,1,1,25,1,9,36
"2025-05-14","Atlanta Braves",43,0,0,25,0,9,36
"2025-05-15","Atlanta Braves",44,2,0,27,0,9,33.3
"2025-05-16","Atlanta Braves",45,2,0,29,0,9,31
"2025-05-17","Atlanta Braves",46,0,0,29,0,9,31
"2025-03-27","Baltimore Orioles",1,2,0,2,0,0,0
"2025-03-28","Baltimore Orioles",2,1,2,3,1,1,33.3
"2025-03-29","Baltimore Orioles",3,3,3,6,1,2,33.3
"2025-03-30","Baltimore Orioles",4,1,2,7,1,3,42.9
"2025-03-31","Baltimore Orioles",5,2,4,9,1,4,44.4
"2025-04-02","Baltimore Orioles",6,1,0,10,0,4,40
"2025-04-03","Baltimore Orioles",7,1,2,11,1,5,45.5
"2025-04-04","Baltimore Orioles",8,1,0,12,0,5,41.7
"2025-04-05","Baltimore Orioles",9,1,0,13,0,5,38.5
"2025-04-06","Baltimore Orioles",10,0,0,13,0,5,38.5
"2025-04-08","Baltimore Orioles",11,0,0,13,0,5,38.5
"2025-04-09","Baltimore Orioles",12,2,0,15,0,5,33.3
"2025-04-09","Baltimore Orioles",13,2,2,17,1,6,35.3
"2025-04-12","Baltimore Orioles",14,0,0,17,0,6,35.3
"2025-04-13","Baltimore Orioles",15,1,0,18,0,6,33.3
"2025-04-15","Baltimore Orioles",16,1,1,19,1,7,36.8
"2025-04-16","Baltimore Orioles",17,0,0,19,0,7,36.8
"2025-04-17","Baltimore Orioles",18,0,0,19,0,7,36.8
"2025-04-18","Baltimore Orioles",19,4,4,23,1,8,34.8
"2025-04-19","Baltimore Orioles",20,0,0,23,0,8,34.8
"2025-04-20","Baltimore Orioles",21,2,4,25,1,9,36
"2025-04-22","Baltimore Orioles",22,0,0,25,0,9,36
"2025-04-23","Baltimore Orioles",23,0,0,25,0,9,36
"2025-04-24","Baltimore Orioles",24,0,0,25,0,9,36
"2025-04-26","Baltimore Orioles",25,0,0,25,0,9,36
"2025-04-26","Baltimore Orioles",26,3,6,28,1,10,35.7
"2025-04-27","Baltimore Orioles",27,1,2,29,1,11,37.9
"2025-04-28","Baltimore Orioles",28,0,0,29,0,11,37.9
"2025-04-29","Baltimore Orioles",29,0,0,29,0,11,37.9
"2025-04-30","Baltimore Orioles",30,2,1,31,1,12,38.7
"2025-05-02","Baltimore Orioles",31,0,0,31,0,12,38.7
"2025-05-03","Baltimore Orioles",32,1,0,32,0,12,37.5
"2025-05-04","Baltimore Orioles",33,1,0,33,0,12,36.4
"2025-05-06","Baltimore Orioles",34,0,0,33,0,12,36.4
"2025-05-07","Baltimore Orioles",35,2,2,35,1,13,37.1
"2025-05-08","Baltimore Orioles",36,2,4,37,1,14,37.8
"2025-05-10","Baltimore Orioles",37,0,0,37,0,14,37.8
"2025-05-11","Baltimore Orioles",38,0,0,37,0,14,37.8
"2025-05-11","Baltimore Orioles",39,0,0,37,0,14,37.8
"2025-05-14","Baltimore Orioles",40,0,0,37,0,14,37.8
"2025-05-14","Baltimore Orioles",41,0,0,37,0,14,37.8
"2025-05-15","Baltimore Orioles",42,2,0,39,0,14,35.9
"2025-05-16","Baltimore Orioles",43,2,2,41,1,15,36.6
"2025-05-17","Baltimore Orioles",44,0,0,41,0,15,36.6
"2025-03-27","Boston Red Sox",1,1,1,1,1,1,100
"2025-03-29","Boston Red Sox",2,0,0,1,0,1,100
"2025-03-29","Boston Red Sox",3,0,0,1,0,1,100
"2025-03-30","Boston Red Sox",4,0,0,1,0,1,100
"2025-03-31","Boston Red Sox",5,0,0,1,0,1,100
"2025-04-02","Boston Red Sox",6,0,0,1,0,1,100
"2025-04-03","Boston Red Sox",7,1,0,2,0,1,50
"2025-04-04","Boston Red Sox",8,1,1,3,1,2,66.7
"2025-04-06","Boston Red Sox",9,0,0,3,0,2,66.7
"2025-04-06","Boston Red Sox",10,0,0,3,0,2,66.7
"2025-04-07","Boston Red Sox",11,0,0,3,0,2,66.7
"2025-04-08","Boston Red Sox",12,0,0,3,0,2,66.7
"2025-04-09","Boston Red Sox",13,1,0,4,0,2,50
"2025-04-10","Boston Red Sox",14,0,0,4,0,2,50
"2025-04-11","Boston Red Sox",15,1,0,5,0,2,40
"2025-04-12","Boston Red Sox",16,0,0,5,0,2,40
"2025-04-13","Boston Red Sox",17,1,0,6,0,2,33.3
"2025-04-14","Boston Red Sox",18,1,0,7,0,2,28.6
"2025-04-15","Boston Red Sox",19,1,0,8,0,2,25
"2025-04-16","Boston Red Sox",20,2,0,10,0,2,20
"2025-04-18","Boston Red Sox",21,0,0,10,0,2,20
"2025-04-19","Boston Red Sox",22,1,0,11,0,2,18.2
"2025-04-20","Boston Red Sox",23,0,0,11,0,2,18.2
"2025-04-21","Boston Red Sox",24,0,0,11,0,2,18.2
"2025-04-22","Boston Red Sox",25,0,0,11,0,2,18.2
"2025-04-23","Boston Red Sox",26,0,0,11,0,2,18.2
"2025-04-24","Boston Red Sox",27,0,0,11,0,2,18.2
"2025-04-26","Boston Red Sox",28,1,0,12,0,2,16.7
"2025-04-26","Boston Red Sox",29,0,0,12,0,2,16.7
"2025-04-27","Boston Red Sox",30,0,0,12,0,2,16.7
"2025-04-29","Boston Red Sox",31,0,0,12,0,2,16.7
"2025-04-30","Boston Red Sox",32,0,0,12,0,2,16.7
"2025-05-01","Boston Red Sox",33,0,0,12,0,2,16.7
"2025-05-02","Boston Red Sox",34,0,0,12,0,2,16.7
"2025-05-03","Boston Red Sox",35,0,0,12,0,2,16.7
"2025-05-04","Boston Red Sox",36,2,2,14,1,3,21.4
"2025-05-06","Boston Red Sox",37,0,0,14,0,3,21.4
"2025-05-07","Boston Red Sox",38,1,1,15,1,4,26.7
"2025-05-08","Boston Red Sox",39,0,0,15,0,4,26.7
"2025-05-09","Boston Red Sox",40,2,1,17,1,5,29.4
"2025-05-10","Boston Red Sox",41,0,0,17,0,5,29.4
"2025-05-11","Boston Red Sox",42,0,0,17,0,5,29.4
"2025-05-12","Boston Red Sox",43,0,0,17,0,5,29.4
"2025-05-13","Boston Red Sox",44,3,5,20,1,6,30
"2025-05-14","Boston Red Sox",45,1,1,21,1,7,33.3
"2025-05-16","Boston Red Sox",46,1,2,22,1,8,36.4
"2025-05-17","Boston Red Sox",47,0,0,22,0,8,36.4
"2025-03-18","Chicago Cubs",1,2,0,2,0,0,0
"2025-03-19","Chicago Cubs",2,2,2,4,1,1,25
"2025-03-28","Chicago Cubs",3,1,2,5,1,2,40
"2025-03-29","Chicago Cubs",4,0,0,5,0,2,40
"2025-03-30","Chicago Cubs",5,5,10,10,1,3,30
"2025-03-30","Chicago Cubs",6,0,0,10,0,3,30
"2025-04-01","Chicago Cubs",7,0,0,10,0,3,30
"2025-04-02","Chicago Cubs",8,0,0,10,0,3,30
"2025-04-02","Chicago Cubs",9,0,0,10,0,3,30
"2025-04-04","Chicago Cubs",10,0,0,10,0,3,30
"2025-04-05","Chicago Cubs",11,0,0,10,0,3,30
"2025-04-06","Chicago Cubs",12,0,0,10,0,3,30
"2025-04-07","Chicago Cubs",13,0,0,10,0,3,30
"2025-04-08","Chicago Cubs",14,0,0,10,0,3,30
"2025-04-09","Chicago Cubs",15,0,0,10,0,3,30
"2025-04-12","Chicago Cubs",16,0,0,10,0,3,30
"2025-04-13","Chicago Cubs",17,0,0,10,0,3,30
"2025-04-13","Chicago Cubs",18,0,0,10,0,3,30
"2025-04-15","Chicago Cubs",19,2,7,12,1,4,33.3
"2025-04-16","Chicago Cubs",20,3,2,15,1,5,33.3
"2025-04-16","Chicago Cubs",21,0,0,15,0,5,33.3
"2025-04-18","Chicago Cubs",22,0,0,15,0,5,33.3
"2025-04-19","Chicago Cubs",23,2,0,17,0,5,29.4
"2025-04-20","Chicago Cubs",24,2,0,19,0,5,26.3
"2025-04-22","Chicago Cubs",25,0,0,19,0,5,26.3
"2025-04-23","Chicago Cubs",26,1,2,20,1,6,30
"2025-04-25","Chicago Cubs",27,0,0,20,0,6,30
"2025-04-26","Chicago Cubs",28,0,0,20,0,6,30
"2025-04-27","Chicago Cubs",29,2,2,22,1,7,31.8
"2025-04-29","Chicago Cubs",30,0,0,22,0,7,31.8
"2025-04-30","Chicago Cubs",31,1,0,23,0,7,30.4
"2025-05-01","Chicago Cubs",32,0,0,23,0,7,30.4
"2025-05-03","Chicago Cubs",33,0,0,23,0,7,30.4
"2025-05-03","Chicago Cubs",34,0,0,23,0,7,30.4
"2025-05-04","Chicago Cubs",35,1,0,24,0,7,29.2
"2025-05-05","Chicago Cubs",36,0,0,24,0,7,29.2
"2025-05-06","Chicago Cubs",37,1,2,25,1,8,32
"2025-05-07","Chicago Cubs",38,0,0,25,0,8,32
"2025-05-09","Chicago Cubs",39,0,0,25,0,8,32
"2025-05-10","Chicago Cubs",40,0,0,25,0,8,32
"2025-05-11","Chicago Cubs",41,0,0,25,0,8,32
"2025-05-12","Chicago Cubs",42,1,2,26,1,9,34.6
"2025-05-13","Chicago Cubs",43,0,0,26,0,9,34.6
"2025-05-14","Chicago Cubs",44,0,0,26,0,9,34.6
"2025-05-16","Chicago Cubs",45,0,0,26,0,9,34.6
"2025-05-17","Chicago Cubs",46,0,0,26,0,9,34.6
"2025-03-27","Chicago White Sox",1,0,0,0,0,0,NA
"2025-03-29","Chicago White Sox",2,0,0,0,0,0,NA
"2025-03-30","Chicago White Sox",3,0,0,0,0,0,NA
"2025-03-31","Chicago White Sox",4,1,0,1,0,0,0
"2025-04-01","Chicago White Sox",5,0,0,1,0,0,0
"2025-04-02","Chicago White Sox",6,0,0,1,0,0,0
"2025-04-04","Chicago White Sox",7,0,0,1,0,0,0
"2025-04-05","Chicago White Sox",8,0,0,1,0,0,0
"2025-04-06","Chicago White Sox",9,0,0,1,0,0,0
"2025-04-08","Chicago White Sox",10,1,0,2,0,0,0
"2025-04-09","Chicago White Sox",11,1,2,3,1,1,33.3
"2025-04-10","Chicago White Sox",12,0,0,3,0,1,33.3
"2025-04-11","Chicago White Sox",13,0,0,3,0,1,33.3
"2025-04-12","Chicago White Sox",14,0,0,3,0,1,33.3
"2025-04-13","Chicago White Sox",15,1,0,4,0,1,25
"2025-04-15","Chicago White Sox",16,0,0,4,0,1,25
"2025-04-16","Chicago White Sox",17,0,0,4,0,1,25
"2025-04-17","Chicago White Sox",18,0,0,4,0,1,25
"2025-04-18","Chicago White Sox",19,1,3,5,1,2,40
"2025-04-19","Chicago White Sox",20,0,0,5,0,2,40
"2025-04-20","Chicago White Sox",21,0,0,5,0,2,40
"2025-04-21","Chicago White Sox",22,0,0,5,0,2,40
"2025-04-22","Chicago White Sox",23,3,3,8,1,3,37.5
"2025-04-23","Chicago White Sox",24,2,2,10,1,4,40
"2025-04-24","Chicago White Sox",25,1,0,11,0,4,36.4
"2025-04-26","Chicago White Sox",26,1,0,12,0,4,33.3
"2025-04-26","Chicago White Sox",27,0,0,12,0,4,33.3
"2025-04-27","Chicago White Sox",28,1,0,13,0,4,30.8
"2025-04-29","Chicago White Sox",29,1,0,14,0,4,28.6
"2025-04-30","Chicago White Sox",30,0,0,14,0,4,28.6
"2025-05-01","Chicago White Sox",31,0,0,14,0,4,28.6
"2025-05-02","Chicago White Sox",32,1,0,15,0,4,26.7
"2025-05-03","Chicago White Sox",33,0,0,15,0,4,26.7
"2025-05-04","Chicago White Sox",34,0,0,15,0,4,26.7
"2025-05-05","Chicago White Sox",35,0,0,15,0,4,26.7
"2025-05-06","Chicago White Sox",36,3,2,18,1,5,27.8
"2025-05-07","Chicago White Sox",37,0,0,18,0,5,27.8
"2025-05-08","Chicago White Sox",38,0,0,18,0,5,27.8
"2025-05-09","Chicago White Sox",39,0,0,18,0,5,27.8
"2025-05-10","Chicago White Sox",40,0,0,18,0,5,27.8
"2025-05-11","Chicago White Sox",41,0,0,18,0,5,27.8
"2025-05-13","Chicago White Sox",42,0,0,18,0,5,27.8
"2025-05-14","Chicago White Sox",43,0,0,18,0,5,27.8
"2025-05-15","Chicago White Sox",44,2,3,20,1,6,30
"2025-05-16","Chicago White Sox",45,0,0,20,0,6,30
"2025-05-17","Chicago White Sox",46,2,0,22,0,6,27.3
"2025-03-27","Cincinnati Reds",1,0,0,0,0,0,NA
"2025-03-29","Cincinnati Reds",2,0,0,0,0,0,NA
"2025-03-30","Cincinnati Reds",3,0,0,0,0,0,NA
"2025-03-31","Cincinnati Reds",4,1,1,1,1,1,100
"2025-04-01","Cincinnati Reds",5,0,0,1,0,1,100
"2025-04-02","Cincinnati Reds",6,0,0,1,0,1,100
"2025-04-03","Cincinnati Reds",7,0,0,1,0,1,100
"2025-04-05","Cincinnati Reds",8,0,0,1,0,1,100
"2025-04-05","Cincinnati Reds",9,1,0,2,0,1,50
"2025-04-06","Cincinnati Reds",10,1,0,3,0,1,33.3
"2025-04-08","Cincinnati Reds",11,0,0,3,0,1,33.3
"2025-04-09","Cincinnati Reds",12,1,1,4,1,2,50
"2025-04-09","Cincinnati Reds",13,1,0,5,0,2,40
"2025-04-11","Cincinnati Reds",14,0,0,5,0,2,40
"2025-04-12","Cincinnati Reds",15,1,1,6,1,3,50
"2025-04-13","Cincinnati Reds",16,0,0,6,0,3,50
"2025-04-15","Cincinnati Reds",17,1,0,7,0,3,42.9
"2025-04-16","Cincinnati Reds",18,0,0,7,0,3,42.9
"2025-04-17","Cincinnati Reds",19,1,2,8,1,4,50
"2025-04-18","Cincinnati Reds",20,1,0,9,0,4,44.4
"2025-04-19","Cincinnati Reds",21,0,0,9,0,4,44.4
"2025-04-20","Cincinnati Reds",22,1,0,10,0,4,40
"2025-04-21","Cincinnati Reds",23,0,0,10,0,4,40
"2025-04-22","Cincinnati Reds",24,0,0,10,0,4,40
"2025-04-23","Cincinnati Reds",25,0,0,10,0,4,40
"2025-04-26","Cincinnati Reds",26,0,0,10,0,4,40
"2025-04-26","Cincinnati Reds",27,1,0,11,0,4,36.4
"2025-04-27","Cincinnati Reds",28,1,0,12,0,4,33.3
"2025-04-28","Cincinnati Reds",29,0,0,12,0,4,33.3
"2025-04-30","Cincinnati Reds",30,0,0,12,0,4,33.3
"2025-04-30","Cincinnati Reds",31,2,0,14,0,4,28.6
"2025-05-01","Cincinnati Reds",32,1,0,15,0,4,26.7
"2025-05-02","Cincinnati Reds",33,1,0,16,0,4,25
"2025-05-03","Cincinnati Reds",34,0,0,16,0,4,25
"2025-05-04","Cincinnati Reds",35,0,0,16,0,4,25
"2025-05-05","Cincinnati Reds",36,1,0,17,0,4,23.5
"2025-05-06","Cincinnati Reds",37,0,0,17,0,4,23.5
"2025-05-07","Cincinnati Reds",38,0,0,17,0,4,23.5
"2025-05-08","Cincinnati Reds",39,0,0,17,0,4,23.5
"2025-05-10","Cincinnati Reds",40,0,0,17,0,4,23.5
"2025-05-10","Cincinnati Reds",41,0,0,17,0,4,23.5
"2025-05-11","Cincinnati Reds",42,0,0,17,0,4,23.5
"2025-05-13","Cincinnati Reds",43,0,0,17,0,4,23.5
"2025-05-14","Cincinnati Reds",44,1,1,18,1,5,27.8
"2025-05-15","Cincinnati Reds",45,0,0,18,0,5,27.8
"2025-05-16","Cincinnati Reds",46,2,2,20,1,6,30
"2025-05-17","Cincinnati Reds",47,0,0,20,0,6,30
"2025-03-27","Cleveland Guardians",1,0,0,0,0,0,NA
"2025-03-29","Cleveland Guardians",2,0,0,0,0,0,NA
"2025-03-30","Cleveland Guardians",3,0,0,0,0,0,NA
"2025-04-01","Cleveland Guardians",4,0,0,0,0,0,NA
"2025-04-02","Cleveland Guardians",5,0,0,0,0,0,NA
"2025-04-02","Cleveland Guardians",6,0,0,0,0,0,NA
"2025-04-05","Cleveland Guardians",7,1,3,1,1,1,100
"2025-04-06","Cleveland Guardians",8,0,0,1,0,1,100
"2025-04-06","Cleveland Guardians",9,0,0,1,0,1,100
"2025-04-08","Cleveland Guardians",10,2,0,3,0,1,33.3
"2025-04-09","Cleveland Guardians",11,0,0,3,0,1,33.3
"2025-04-10","Cleveland Guardians",12,0,0,3,0,1,33.3
"2025-04-11","Cleveland Guardians",13,2,0,5,0,1,20
"2025-04-12","Cleveland Guardians",14,0,0,5,0,1,20
"2025-04-13","Cleveland Guardians",15,0,0,5,0,1,20
"2025-04-15","Cleveland Guardians",16,1,0,6,0,1,16.7
"2025-04-16","Cleveland Guardians",17,2,4,8,1,2,25
"2025-04-17","Cleveland Guardians",18,1,3,9,1,3,33.3
"2025-04-18","Cleveland Guardians",19,0,0,9,0,3,33.3
"2025-04-19","Cleveland Guardians",20,1,0,10,0,3,30
"2025-04-20","Cleveland Guardians",21,2,3,12,1,4,33.3
"2025-04-21","Cleveland Guardians",22,0,0,12,0,4,33.3
"2025-04-22","Cleveland Guardians",23,1,0,13,0,4,30.8
"2025-04-23","Cleveland Guardians",24,0,0,13,0,4,30.8
"2025-04-26","Cleveland Guardians",25,0,0,13,0,4,30.8
"2025-04-26","Cleveland Guardians",26,1,0,14,0,4,28.6
"2025-04-27","Cleveland Guardians",27,0,0,14,0,4,28.6
"2025-04-28","Cleveland Guardians",28,0,0,14,0,4,28.6
"2025-04-29","Cleveland Guardians",29,0,0,14,0,4,28.6
"2025-04-30","Cleveland Guardians",30,0,0,14,0,4,28.6
"2025-05-01","Cleveland Guardians",31,0,0,14,0,4,28.6
"2025-05-02","Cleveland Guardians",32,2,2,16,1,5,31.2
"2025-05-03","Cleveland Guardians",33,1,0,17,0,5,29.4
"2025-05-04","Cleveland Guardians",34,1,0,18,0,5,27.8
"2025-05-06","Cleveland Guardians",35,2,6,20,1,6,30
"2025-05-06","Cleveland Guardians",36,1,0,21,0,6,28.6
"2025-05-07","Cleveland Guardians",37,1,0,22,0,6,27.3
"2025-05-09","Cleveland Guardians",38,0,0,22,0,6,27.3
"2025-05-10","Cleveland Guardians",39,0,0,22,0,6,27.3
"2025-05-11","Cleveland Guardians",40,0,0,22,0,6,27.3
"2025-05-12","Cleveland Guardians",41,0,0,22,0,6,27.3
"2025-05-13","Cleveland Guardians",42,0,0,22,0,6,27.3
"2025-05-14","Cleveland Guardians",43,0,0,22,0,6,27.3
"2025-05-16","Cleveland Guardians",44,0,0,22,0,6,27.3
"2025-05-17","Cleveland Guardians",45,0,0,22,0,6,27.3
"2025-03-28","Colorado Rockies",1,0,0,0,0,0,NA
"2025-03-29","Colorado Rockies",2,0,0,0,0,0,NA
"2025-03-30","Colorado Rockies",3,1,0,1,0,0,0
"2025-03-31","Colorado Rockies",4,0,0,1,0,0,0
"2025-04-02","Colorado Rockies",5,0,0,1,0,0,0
"2025-04-03","Colorado Rockies",6,0,0,1,0,0,0
"2025-04-04","Colorado Rockies",7,1,3,2,1,1,50
"2025-04-06","Colorado Rockies",8,0,0,2,0,1,50
"2025-04-06","Colorado Rockies",9,2,3,4,1,2,50
"2025-04-09","Colorado Rockies",10,0,0,4,0,2,50
"2025-04-10","Colorado Rockies",11,2,0,6,0,2,33.3
"2025-04-10","Colorado Rockies",12,2,7,8,1,3,37.5
"2025-04-12","Colorado Rockies",13,0,0,8,0,3,37.5
"2025-04-13","Colorado Rockies",14,2,0,10,0,3,30
